rail_id	cell_line	sra_attribute.disease	sra_attribute.ethnicity	sra_attribute.disease_stage	sra.experiment_attributes	primary_site
SRR8615467	TE-6	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;RIKEN:TE-6|BioSampleModel;;Human|cell_line;;TE-6|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;oesophagus	oesophagus
SRR8615468	TE 617.T	primary	Caucasian	rhabdomyosarcoma	age;;1.67|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;TE 617.T|disease;;rhabdomyosarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;soft_tissue	soft_tissue
SRR8615469	TE-5	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;73|biomaterial_provider;;Riken|BioSampleModel;;Human|cell_line;;TE-5|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;oesophagus	oesophagus
SRR8615470	TE-4	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;RIKEN:TE-4|BioSampleModel;;Human|cell_line;;TE-4|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;oesophagus	oesophagus
SRR8615471	SNU-878	primary	Asian	carcinoma (hepatocellular_carcinoma)	age;;54|biomaterial_provider;;KCLB:SNU-878|BioSampleModel;;Human|cell_line;;SNU-878|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;liver	liver
SRR8615472	SNU-886	primary	Asian	carcinoma (hepatocellular_carcinoma)	age;;57|biomaterial_provider;;KCLB:SNU-886|BioSampleModel;;Human|cell_line;;SNU-886|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;liver	liver
SRR8615473	SNU-840	primary	Asian	carcinoma (Brenner_tumour)	age;;45|biomaterial_provider;;KCLB:SNU-840|BioSampleModel;;Human|cell_line;;SNU-840|disease;;carcinoma (Brenner_tumour)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615475	SNU-C1	metastasis	Asian	carcinoma (adenocarcinoma)	age;;71|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SNU-C1|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615476	SNU-C2A	primary	Asian	carcinoma (adenocarcinoma)	age;;43|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SNU-C2A|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
SRR8615477	SNU-899	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;56|biomaterial_provider;;KCLB:SNU-899|BioSampleModel;;Human|cell_line;;SNU-899|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8615478	SNU-8	primary	Asian	carcinoma (adenocarcinoma)	age;;55|biomaterial_provider;;KCLB:SNU-8|BioSampleModel;;Human|cell_line;;SNU-8|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615479	L-1236	primary	Caucasian	lymphoid_neoplasm (Hodgkin_lymphoma)	age;;34|biomaterial_provider;;DSMZ:L-1236|BioSampleModel;;Human|cell_line;;L-1236|disease;;lymphoid_neoplasm (Hodgkin_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615480	L3.3	metastasis	African_american	carcinoma	age;;NA|biomaterial_provider;;Academic Lab|BioSampleModel;;Human|cell_line;;L3.3|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;pancreas	pancreas
SRR8615481	KYSE-520	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;58|biomaterial_provider;;DSMZ:KYSE-520|BioSampleModel;;Human|cell_line;;KYSE-520|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;oesophagus	oesophagus
SRR8615482	KYSE-70	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;77|biomaterial_provider;;DSMZ:KYSE-70|BioSampleModel;;Human|cell_line;;KYSE-70|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;oesophagus	oesophagus
SRR8615483	JHH-1	primary	Asian	carcinoma (hepatocellular_carcinoma)	age;;50|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;JHH-1|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;liver	liver
SRR8615484	JH-EsoAd1	NA	NA	carcinoma (barrett_associated_adenocarcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;JH-EsoAd1|disease;;carcinoma (barrett_associated_adenocarcinoma)|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;oesophagus	oesophagus
SRR8615485	L-363	primary	Caucasian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;36|biomaterial_provider;;DSMZ:L-363|BioSampleModel;;Human|cell_line;;L-363|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615486	L-428	metastasis	Caucasian	lymphoid_neoplasm (Hodgkin_lymphoma)	age;;37|biomaterial_provider;;DSMZ:L-428|BioSampleModel;;Human|cell_line;;L-428|disease;;lymphoid_neoplasm (Hodgkin_lymphoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615487	IST-MES2	metastasis	Caucasian	mesothelioma	age;;71|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;IST-MES2|disease;;mesothelioma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pleura	pleura
SRR8615488	IST-MES1	primary	Caucasian	mesothelioma	age;;70|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;IST-MES1|disease;;mesothelioma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;pleura	pleura
SRR8615489	JeKo-1	primary	Asian	lymphoid_neoplasm (mantle_cell_lymphoma)	age;;78|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;JeKo-1|disease;;lymphoid_neoplasm (mantle_cell_lymphoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615490	J82	primary	Caucasian	carcinoma (transitional_cell_carcinoma)	age;;58|biomaterial_provider;;ATCC:J82|BioSampleModel;;Human|cell_line;;J82|disease;;carcinoma (transitional_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;urinary_tract	urinary_tract
SRR8615491	IOMM-Lee	NA	Asian	meningioma	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;IOMM-Lee|disease;;meningioma|disease_stage;;NA|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;central_nervous_system	central_nervous_system
SRR8615492	INA-6	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;INA-6|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615493	Ishikawa (Heraklio) 02 ER-	primary	Asian	carcinoma (adenocarcinoma)	age;;39|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;Ishikawa (Heraklio) 02 ER-|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615494	IPC-298	primary	Caucasian	malignant_melanoma	age;;64|biomaterial_provider;;DSMZ:IPC-298|BioSampleModel;;Human|cell_line;;IPC-298|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;skin	skin
SRR8615496	SKNO-1	NA	Asian	haematopoietic_neoplasm (acute_myeloid_leukaemia)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SKNO-1|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia)|disease_stage;;NA|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615497	SK-N-MC	metastasis	Caucasian	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	age;;14|biomaterial_provider;;ATCC:SK-N-MC|BioSampleModel;;Human|cell_line;;SK-N-MC|disease;;Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;bone	bone
SRR8615498	NCI-H929	metastasis	Caucasian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;62|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCI-H929|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615499	SKNEP1	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SKNEP1|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;bone	bone
SRR8615500	KYSE-510	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;67|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;KYSE-510|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;oesophagus	oesophagus
SRR8615501	SK-N-BE(2)	metastasis	Caucasian	neuroblastoma	age;;2.166667|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;SK-N-BE(2)|disease;;neuroblastoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8615502	SK-N-AS	primary	Caucasian	neuroblastoma	age;;6|biomaterial_provider;;ATCC:SK-N-AS|BioSampleModel;;Human|cell_line;;SK-N-AS|disease;;neuroblastoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8615503	SK-MM-2	primary	Caucasian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;54|biomaterial_provider;;DSMZ:SK-MM-2|BioSampleModel;;Human|cell_line;;SK-MM-2|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615504	SW48	primary	Caucasian	carcinoma (adenocarcinoma)	age;;82|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SW48|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
SRR8615505	SK-OV-3	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;64|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SK-OV-3|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615506	SK-N-SH	metastasis	Caucasian	neuroblastoma	age;;4|biomaterial_provider;;ATCC:SK-N-SH|BioSampleModel;;Human|cell_line;;SK-N-SH|disease;;neuroblastoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8615507	Caov-3	primary	Caucasian	carcinoma (adenocarcinoma)	age;;54|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Caov-3|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615508	Caov-4	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;45|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;Caov-4|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615509	OCI-LY-19	primary	Caucasian	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	age;;27|biomaterial_provider;;DSMZ:OCI-LY-19|BioSampleModel;;Human|cell_line;;OCI-LY-19|disease;;lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615512	OCI-AML2	primary	Caucasian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)"	"age;;65|biomaterial_provider;;DSMZ:OCI-AML2|BioSampleModel;;Human|cell_line;;OCI-AML2|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8615513	OC 314	metastasis	Caucasian	carcinoma (serous_carcinoma)	age;;39|biomaterial_provider;;ICLC|BioSampleModel;;Human|cell_line;;OC 314|disease;;carcinoma (serous_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615514	OAW42	metastasis	Caucasian	carcinoma	age;;NA|biomaterial_provider;;ECACC:OAW42|BioSampleModel;;Human|cell_line;;OAW42|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615515	MKN-45	metastasis	Asian	carcinoma (diffuse_adenocarcinoma)	age;;62|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;MKN-45|disease;;carcinoma (diffuse_adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;stomach	stomach
SRR8615516	MKN74	metastasis	Asian	carcinoma (tubular_adenocarcinoma)	age;;37|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;MKN74|disease;;carcinoma (tubular_adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;stomach	stomach
SRR8615517	MJ	primary	Caucasian	lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome)	age;;50|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;MJ|disease;;lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615518	MKN1	metastasis	Asian	carcinoma (mixed_adenosquamous_carcinoma)	age;;72|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;MKN1|disease;;carcinoma (mixed_adenosquamous_carcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;stomach	stomach
SRR8615519	MIA PaCa-2	primary	Caucasian	carcinoma (ductal_carcinoma)	age;;65|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;MIA PaCa-2|disease;;carcinoma (ductal_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pancreas	pancreas
SRR8615520	Mino	primary	Caucasian	lymphoid_neoplasm (mantle_cell_lymphoma)	age;;64|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;Mino|disease;;lymphoid_neoplasm (mantle_cell_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615521	MHH-ES-1	metastasis	Caucasian	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	age;;12|biomaterial_provider;;DSMZ:MHH-ES-1|BioSampleModel;;Human|cell_line;;MHH-ES-1|disease;;Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;bone	bone
SRR8615526	CHP-126	primary	Caucasian	neuroblastoma	age;;1.166667|biomaterial_provider;;DSMZ:CHP-126|BioSampleModel;;Human|cell_line;;CHP-126|disease;;neuroblastoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8615527	CAL-78	primary	Caucasian	chondrosarcoma (dedifferentiated)	age;;76|biomaterial_provider;;DSMZ:CAL-78|BioSampleModel;;Human|cell_line;;CAL-78|disease;;chondrosarcoma (dedifferentiated)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;bone	bone
SRR8615531	Calu-6	primary	Caucasian	carcinoma (undifferentiated_carcinoma)	age;;61|biomaterial_provider;;ATCC:Calu-6|BioSampleModel;;Human|cell_line;;Calu-6|disease;;carcinoma (undifferentiated_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615534	Calu-3	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;25|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Calu-3|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615539	NCI-H2887	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCI-H2887|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615540	NCI-H28	metastasis	African_american	mesothelioma	age;;48|biomaterial_provider;;ATCC:NCI-H28|BioSampleModel;;Human|cell_line;;NCI-H28|disease;;mesothelioma|disease_stage;;metastasis|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pleura	pleura
SRR8615541	NCI-H2452	metastasis	Caucasian	mesothelioma	age;;NA|biomaterial_provider;;ATCC:NCI-H2452|BioSampleModel;;Human|cell_line;;NCI-H2452|disease;;mesothelioma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pleura	pleura
SRR8615542	NCIH2882	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCIH2882|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615543	OPM-1	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;OPM-1|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615544	LN-428	NA	Caucasian	glioma (astrocytoma_Grade_IV)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LN-428|disease;;glioma (astrocytoma_Grade_IV)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615545	LN-443	NA	Caucasian	glioma (astrocytoma_Grade_IV)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LN-443|disease;;glioma (astrocytoma_Grade_IV)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615546	LN-464	NA	Caucasian	glioma (astrocytoma_Grade_IV)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LN-464|disease;;glioma (astrocytoma_Grade_IV)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615547	LNCaP clone FGC	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;50|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;LNCaP clone FGC|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;prostate	prostate
SRR8615548	LNZ308	NA	Caucasian	glioma (astrocytoma_Grade_IV)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LNZ308|disease;;glioma (astrocytoma_Grade_IV)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;central_nervous_system	central_nervous_system
SRR8615549	Loucy	primary	Caucasian	lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)	age;;38|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Loucy|disease;;lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615550	LOU-NH91	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;64|biomaterial_provider;;DSMZ:LOU-NH91|BioSampleModel;;Human|cell_line;;LOU-NH91|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615551	JHUEM-7	primary	Asian	carcinoma (adenocarcinoma)	age;;58|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;JHUEM-7|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615552	JHUEM-3	primary	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;RIKEN:JHUEM-3|BioSampleModel;;Human|cell_line;;JHUEM-3|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;endometrium	endometrium
SRR8615553	JHUEM-2	primary	Asian	carcinoma (adenocarcinoma)	age;;62|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;JHUEM-2|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615554	JHUEM-1	primary	Asian	carcinoma (adenocarcinoma)	age;;56|biomaterial_provider;;RIKEN:JHUEM-1|BioSampleModel;;Human|cell_line;;JHUEM-1|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615555	JL-1	primary	Caucasian	mesothelioma	age;;54|biomaterial_provider;;DSMZ:JL-1|BioSampleModel;;Human|cell_line;;JL-1|disease;;mesothelioma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pleura	pleura
SRR8615556	JK-1	primary	Asian	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	age;;62|biomaterial_provider;;DSMZ:JK-1|BioSampleModel;;Human|cell_line;;JK-1|disease;;haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615557	JJN-3	primary	Caucasian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;57|biomaterial_provider;;DSMZ:JJN-3|BioSampleModel;;Human|cell_line;;JJN-3|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615558	JIMT-1	metastasis	Caucasian	carcinoma (ductal_carcinoma)	age;;62|biomaterial_provider;;DSMZ:JIMT-1|BioSampleModel;;Human|cell_line;;JIMT-1|disease;;carcinoma (ductal_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615559	JMSU-1	primary	Asian	carcinoma	age;;75|biomaterial_provider;;DSMZ:JMSU-1|BioSampleModel;;Human|cell_line;;JMSU-1|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;urinary_tract	urinary_tract
SRR8615560	JM1	primary	Caucasian	lymphoid_neoplasm (B_cell_lymphoma_unspecified)	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;JM1|disease;;lymphoid_neoplasm (B_cell_lymphoma_unspecified)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
